Orthogroup	fast	lk	lp	slow
OG0012789	TRINITY_GG_5512_c3_g1_i1.p1	TRINITY_GG_11161_c6_g1_i3.p1	TRINITY_GG_23195_c4_g1_i2.p1	TRINITY_GG_16793_c1_g1_i4.p1
OG0012790	TRINITY_GG_5512_c7_g1_i1.p1	TRINITY_GG_11161_c9_g2_i2.p1	TRINITY_GG_23195_c14_g3_i1.p1	TRINITY_GG_16794_c6_g1_i2.p1
OG0012791	TRINITY_GG_5513_c0_g1_i6.p1	TRINITY_GG_11161_c4_g1_i8.p1	TRINITY_GG_23195_c51_g1_i2.p1	TRINITY_GG_16792_c1_g1_i10.p1
OG0012792	TRINITY_GG_5519_c0_g1_i1.p1	TRINITY_GG_11161_c1_g1_i3.p1	TRINITY_GG_23195_c9_g1_i1.p1	TRINITY_GG_16794_c0_g1_i6.p1
OG0012793	TRINITY_GG_5521_c0_g1_i7.p2	TRINITY_GG_11161_c12_g2_i3.p2	TRINITY_GG_23195_c1_g1_i17.p2	TRINITY_GG_16792_c2_g3_i3.p2
OG0012794	TRINITY_GG_5521_c0_g1_i7.p1	TRINITY_GG_11161_c12_g2_i3.p1	TRINITY_GG_23195_c1_g1_i17.p1	TRINITY_GG_16792_c2_g3_i3.p1
OG0012795	TRINITY_GG_5570_c0_g1_i1.p1	TRINITY_GG_27640_c0_g1_i1.p1	TRINITY_GG_17714_c0_g1_i1.p1	TRINITY_GG_19397_c0_g1_i1.p1
OG0012796	TRINITY_GG_5633_c0_g1_i5.p1	TRINITY_GG_18022_c0_g1_i3.p1	TRINITY_GG_1621_c0_g1_i1.p1	TRINITY_GG_17524_c0_g1_i1.p1
OG0012797	TRINITY_GG_5633_c0_g1_i5.p2	TRINITY_GG_18022_c0_g1_i3.p2	TRINITY_GG_1621_c0_g1_i1.p2	TRINITY_GG_17524_c0_g1_i1.p2
OG0012798	TRINITY_GG_5655_c0_g1_i11.p1	TRINITY_GG_25620_c0_g3_i3.p1	TRINITY_GG_13057_c1_g1_i9.p1	TRINITY_GG_30443_c0_g2_i8.p1
OG0012799	TRINITY_GG_5655_c1_g1_i1.p1	TRINITY_GG_25620_c2_g1_i3.p1	TRINITY_GG_13057_c0_g1_i6.p1	TRINITY_GG_30443_c0_g1_i5.p1
OG0012800	TRINITY_GG_5658_c3_g1_i29.p1	TRINITY_GG_5039_c5_g1_i4.p1	TRINITY_GG_5887_c3_g1_i17.p1	TRINITY_GG_10066_c5_g1_i23.p1
OG0012801	TRINITY_GG_5658_c5_g1_i2.p1	TRINITY_GG_5039_c2_g1_i1.p1	TRINITY_GG_5887_c4_g1_i2.p1	TRINITY_GG_10066_c6_g1_i9.p1
OG0012802	TRINITY_GG_5658_c7_g2_i1.p1	TRINITY_GG_5039_c3_g1_i1.p1	TRINITY_GG_5887_c7_g1_i1.p1	TRINITY_GG_10066_c25_g1_i1.p1
OG0012803	TRINITY_GG_5658_c8_g1_i3.p1	TRINITY_GG_5039_c1_g1_i2.p1	TRINITY_GG_5887_c0_g1_i8.p1	TRINITY_GG_10066_c3_g1_i3.p1
OG0012804	TRINITY_GG_5658_c8_g2_i1.p1	TRINITY_GG_5039_c6_g1_i1.p1	TRINITY_GG_5887_c8_g1_i1.p1	TRINITY_GG_10066_c7_g1_i1.p1
OG0012805	TRINITY_GG_5659_c1_g1_i19.p1	TRINITY_GG_29457_c0_g1_i12.p1	TRINITY_GG_17321_c1_g1_i2.p1	TRINITY_GG_27092_c0_g1_i10.p1
OG0012806	TRINITY_GG_5659_c2_g1_i4.p1	TRINITY_GG_29457_c2_g1_i2.p1	TRINITY_GG_17321_c7_g2_i8.p1	TRINITY_GG_27092_c2_g1_i8.p1
OG0012807	TRINITY_GG_5659_c2_g1_i4.p2	TRINITY_GG_29457_c2_g1_i2.p2	TRINITY_GG_17321_c7_g2_i8.p3	TRINITY_GG_27092_c2_g1_i8.p2
OG0012808	TRINITY_GG_5659_c3_g1_i4.p1	TRINITY_GG_29457_c3_g2_i7.p1	TRINITY_GG_17321_c2_g1_i3.p1	TRINITY_GG_27092_c3_g1_i9.p1
OG0012809	TRINITY_GG_5667_c0_g1_i6.p1	TRINITY_GG_682_c0_g1_i10.p1	TRINITY_GG_29366_c0_g1_i10.p1	TRINITY_GG_23357_c0_g1_i4.p1
OG0012810	TRINITY_GG_5669_c0_g1_i1.p1	TRINITY_GG_680_c0_g1_i2.p1	TRINITY_GG_29366_c1_g1_i1.p1	TRINITY_GG_23364_c0_g1_i1.p1
OG0012811	TRINITY_GG_5674_c0_g1_i4.p1	TRINITY_GG_680_c1_g2_i1.p1	TRINITY_GG_29366_c2_g1_i1.p1	TRINITY_GG_23362_c0_g1_i3.p1
OG0012812	TRINITY_GG_5674_c1_g1_i1.p1	TRINITY_GG_680_c2_g1_i1.p1	TRINITY_GG_29365_c0_g2_i1.p1	TRINITY_GG_23362_c1_g1_i1.p1
OG0012814	TRINITY_GG_5685_c1_g1_i1.p1	TRINITY_GG_23412_c1_g1_i1.p1	TRINITY_GG_29325_c1_g1_i1.p1	TRINITY_GG_11482_c0_g1_i1.p1
OG0012815	TRINITY_GG_5708_c1_g1_i10.p1	TRINITY_GG_4731_c0_g1_i28.p1	TRINITY_GG_2709_c0_g1_i19.p1	TRINITY_GG_17568_c0_g1_i2.p1
OG0012816	TRINITY_GG_5743_c0_g1_i11.p1	TRINITY_GG_26083_c0_g1_i4.p1	TRINITY_GG_4964_c2_g1_i8.p1	TRINITY_GG_20937_c0_g2_i13.p1
OG0012817	TRINITY_GG_5744_c1_g1_i1.p1	TRINITY_GG_9579_c0_g1_i5.p1	TRINITY_GG_4332_c0_g1_i2.p1	TRINITY_GG_9523_c0_g1_i2.p1
OG0012818	TRINITY_GG_5744_c2_g2_i4.p1	TRINITY_GG_9578_c0_g1_i1.p1	TRINITY_GG_4329_c16_g1_i3.p1	TRINITY_GG_9516_c0_g1_i1.p1
OG0012819	TRINITY_GG_5744_c3_g1_i11.p1	TRINITY_GG_9577_c0_g1_i11.p1	TRINITY_GG_4329_c0_g1_i17.p1	TRINITY_GG_9521_c0_g1_i3.p1
OG0012820	TRINITY_GG_5747_c0_g1_i23.p2	TRINITY_GG_30682_c0_g1_i17.p1	TRINITY_GG_25261_c0_g1_i49.p2	TRINITY_GG_25861_c0_g1_i18.p2
OG0012821	TRINITY_GG_5747_c0_g1_i23.p1	TRINITY_GG_30682_c0_g1_i17.p2	TRINITY_GG_25261_c0_g1_i49.p1	TRINITY_GG_25861_c0_g1_i18.p1
OG0012822	TRINITY_GG_5747_c1_g1_i7.p1	TRINITY_GG_30682_c4_g2_i3.p1	TRINITY_GG_25261_c1_g1_i1.p1	TRINITY_GG_25861_c1_g1_i3.p1
OG0012823	TRINITY_GG_5750_c3_g1_i1.p1	TRINITY_GG_30685_c2_g1_i49.p1	TRINITY_GG_25267_c0_g1_i53.p1	TRINITY_GG_25873_c2_g1_i57.p1
OG0012824	TRINITY_GG_5750_c4_g1_i2.p1	TRINITY_GG_30685_c1_g1_i8.p1	TRINITY_GG_25269_c1_g1_i59.p1	TRINITY_GG_25867_c0_g1_i4.p1
OG0012825	TRINITY_GG_5750_c5_g1_i1.p1	TRINITY_GG_30685_c5_g1_i1.p1	TRINITY_GG_25267_c2_g1_i1.p1	TRINITY_GG_25873_c38_g1_i1.p1
OG0012826	TRINITY_GG_5750_c9_g1_i4.p2	TRINITY_GG_30685_c7_g1_i1.p3	TRINITY_GG_25267_c1_g1_i3.p3	TRINITY_GG_25873_c0_g2_i1.p3
OG0012827	TRINITY_GG_5750_c9_g1_i4.p1	TRINITY_GG_30685_c7_g1_i1.p1	TRINITY_GG_25267_c1_g1_i3.p1	TRINITY_GG_25873_c0_g2_i1.p1
OG0012828	TRINITY_GG_5750_c9_g1_i4.p3	TRINITY_GG_30685_c7_g1_i1.p4	TRINITY_GG_25267_c1_g1_i3.p4	TRINITY_GG_25873_c0_g2_i1.p2
OG0012829	TRINITY_GG_5769_c0_g1_i8.p1	TRINITY_GG_7350_c0_g1_i3.p1	TRINITY_GG_4372_c0_g1_i6.p1	TRINITY_GG_7306_c0_g1_i2.p1
OG0012830	TRINITY_GG_5769_c1_g1_i1.p1	TRINITY_GG_7350_c1_g1_i2.p1	TRINITY_GG_4372_c1_g1_i8.p1	TRINITY_GG_7306_c1_g2_i1.p1
OG0012831	TRINITY_GG_5778_c0_g1_i2.p1	TRINITY_GG_13117_c0_g1_i2.p1	TRINITY_GG_5947_c0_g1_i3.p1	TRINITY_GG_33841_c0_g1_i2.p1
OG0012832	TRINITY_GG_5790_c0_g1_i2.p1	TRINITY_GG_1694_c2_g1_i12.p1	TRINITY_GG_5538_c0_g1_i1.p1	TRINITY_GG_30804_c0_g2_i2.p1
OG0012833	TRINITY_GG_5791_c0_g1_i21.p3	TRINITY_GG_1693_c0_g1_i42.p2	TRINITY_GG_5537_c0_g1_i33.p2	TRINITY_GG_30806_c0_g1_i34.p11
OG0012834	TRINITY_GG_5791_c0_g1_i21.p1	TRINITY_GG_1693_c0_g1_i42.p1	TRINITY_GG_5537_c0_g1_i33.p1	TRINITY_GG_30806_c0_g1_i34.p1
OG0012835	TRINITY_GG_5791_c1_g1_i3.p1	TRINITY_GG_1693_c1_g1_i1.p1	TRINITY_GG_5537_c1_g1_i1.p1	TRINITY_GG_30806_c1_g1_i1.p1
OG0012836	TRINITY_GG_5792_c0_g1_i1.p1	TRINITY_GG_1694_c0_g1_i3.p1	TRINITY_GG_5538_c1_g1_i3.p1	TRINITY_GG_30804_c1_g1_i2.p1
OG0012837	TRINITY_GG_5806_c1_g1_i1.p1	TRINITY_GG_20277_c5_g1_i3.p1	TRINITY_GG_35302_c3_g1_i3.p1	TRINITY_GG_16366_c1_g1_i2.p1
OG0012838	TRINITY_GG_5806_c2_g1_i44.p2	TRINITY_GG_20277_c0_g1_i2.p1	TRINITY_GG_35302_c1_g1_i23.p2	TRINITY_GG_16366_c5_g2_i5.p1
OG0012839	TRINITY_GG_5806_c2_g1_i44.p1	TRINITY_GG_20277_c0_g2_i3.p1	TRINITY_GG_35302_c1_g1_i23.p1	TRINITY_GG_16366_c5_g1_i9.p1
OG0012840	TRINITY_GG_5806_c3_g1_i3.p2	TRINITY_GG_20277_c0_g1_i2.p3	TRINITY_GG_35302_c1_g1_i23.p4	TRINITY_GG_16366_c2_g1_i2.p1
OG0012841	TRINITY_GG_5808_c0_g2_i9.p2	TRINITY_GG_20277_c2_g1_i4.p2	TRINITY_GG_35305_c1_g1_i18.p2	TRINITY_GG_16371_c0_g1_i1.p1
OG0012842	TRINITY_GG_5809_c1_g1_i1.p1	TRINITY_GG_20275_c6_g1_i1.p1	TRINITY_GG_35301_c2_g1_i22.p1	TRINITY_GG_16370_c0_g2_i2.p1
OG0012843	TRINITY_GG_5810_c0_g1_i1.p1	TRINITY_GG_20265_c0_g1_i5.p1	TRINITY_GG_35302_c0_g1_i2.p1	TRINITY_GG_16369_c0_g1_i7.p1
OG0012844	TRINITY_GG_5811_c0_g1_i3.p2	TRINITY_GG_20269_c0_g1_i12.p2	TRINITY_GG_35306_c0_g2_i1.p2	TRINITY_GG_16365_c0_g1_i3.p2
OG0012845	TRINITY_GG_5811_c2_g3_i7.p1	TRINITY_GG_20274_c2_g2_i3.p1	TRINITY_GG_35310_c2_g1_i1.p1	TRINITY_GG_16365_c2_g1_i10.p1
OG0012846	TRINITY_GG_5813_c0_g1_i1.p1	TRINITY_GG_20276_c1_g1_i1.p1	TRINITY_GG_35299_c0_g2_i4.p1	TRINITY_GG_16367_c1_g1_i3.p1
OG0012847	TRINITY_GG_5813_c2_g2_i2.p3	TRINITY_GG_20276_c0_g2_i3.p3	TRINITY_GG_35299_c1_g1_i1.p3	TRINITY_GG_16367_c0_g2_i3.p2
OG0012848	TRINITY_GG_5813_c2_g2_i2.p1	TRINITY_GG_20276_c0_g2_i3.p1	TRINITY_GG_35299_c1_g1_i1.p1	TRINITY_GG_16367_c0_g2_i3.p1
OG0012849	TRINITY_GG_5813_c3_g1_i1.p1	TRINITY_GG_20276_c3_g1_i1.p1	TRINITY_GG_35299_c7_g1_i1.p1	TRINITY_GG_16367_c4_g1_i1.p1
OG0012850	TRINITY_GG_5814_c0_g2_i14.p1	TRINITY_GG_20264_c1_g1_i8.p1	TRINITY_GG_35301_c3_g1_i10.p1	TRINITY_GG_16364_c0_g1_i20.p1
OG0012851	TRINITY_GG_5814_c2_g1_i1.p1	TRINITY_GG_20270_c0_g1_i1.p1	TRINITY_GG_35307_c0_g1_i1.p1	TRINITY_GG_16364_c1_g1_i1.p1
OG0012852	TRINITY_GG_5821_c0_g1_i7.p1	TRINITY_GG_1763_c4_g1_i7.p1	TRINITY_GG_12274_c1_g1_i6.p1	TRINITY_GG_25883_c23_g1_i7.p1
OG0012853	TRINITY_GG_5822_c0_g1_i8.p1	TRINITY_GG_1763_c0_g2_i1.p1	TRINITY_GG_12274_c0_g1_i3.p1	TRINITY_GG_25882_c0_g1_i9.p1
OG0012854	TRINITY_GG_5822_c1_g1_i3.p1	TRINITY_GG_1763_c1_g1_i7.p1	TRINITY_GG_12274_c18_g1_i17.p1	TRINITY_GG_25882_c5_g1_i1.p1
OG0012855	TRINITY_GG_5822_c2_g1_i1.p1	TRINITY_GG_1763_c3_g1_i1.p1	TRINITY_GG_12272_c2_g1_i2.p1	TRINITY_GG_25882_c1_g1_i3.p1
OG0012857	TRINITY_GG_5824_c0_g1_i10.p1	TRINITY_GG_1764_c0_g1_i1.p1	TRINITY_GG_12273_c0_g1_i20.p1	TRINITY_GG_25883_c0_g1_i14.p1
OG0012858	TRINITY_GG_5826_c0_g1_i7.p1	TRINITY_GG_1763_c2_g1_i4.p1	TRINITY_GG_12272_c0_g1_i8.p1	TRINITY_GG_25882_c13_g3_i1.p1
OG0012859	TRINITY_GG_5826_c1_g1_i4.p1	TRINITY_GG_1763_c5_g1_i1.p1	TRINITY_GG_12272_c1_g1_i1.p1	TRINITY_GG_25882_c2_g1_i3.p1
OG0012860	TRINITY_GG_5827_c10_g2_i18.p1	TRINITY_GG_1759_c0_g1_i5.p1	TRINITY_GG_12273_c1_g1_i15.p1	TRINITY_GG_25883_c2_g1_i1.p1
OG0012861	TRINITY_GG_5828_c0_g1_i12.p1	TRINITY_GG_1766_c0_g1_i46.p1	TRINITY_GG_12271_c0_g1_i31.p1	TRINITY_GG_25883_c3_g1_i28.p1
OG0012862	TRINITY_GG_5828_c1_g2_i24.p1	TRINITY_GG_1762_c0_g1_i16.p1	TRINITY_GG_12279_c0_g1_i6.p1	TRINITY_GG_25883_c1_g1_i3.p1
OG0012863	TRINITY_GG_5828_c2_g1_i4.p1	TRINITY_GG_1766_c1_g1_i2.p1	TRINITY_GG_12277_c0_g1_i1.p1	TRINITY_GG_25884_c0_g1_i2.p1
OG0012864	TRINITY_GG_5828_c3_g2_i19.p1	TRINITY_GG_1765_c7_g1_i4.p1	TRINITY_GG_12275_c1_g1_i2.p1	TRINITY_GG_25883_c4_g1_i12.p1
OG0012865	TRINITY_GG_5831_c0_g1_i2.p1	TRINITY_GG_21751_c1_g1_i6.p1	TRINITY_GG_14260_c5_g1_i5.p1	TRINITY_GG_7045_c0_g2_i9.p1
OG0012866	TRINITY_GG_5831_c1_g1_i34.p1	TRINITY_GG_21751_c2_g1_i13.p1	TRINITY_GG_14260_c0_g1_i18.p1	TRINITY_GG_7045_c3_g1_i9.p1
OG0012867	TRINITY_GG_5831_c2_g1_i2.p1	TRINITY_GG_21751_c3_g1_i1.p1	TRINITY_GG_14260_c23_g1_i1.p1	TRINITY_GG_7045_c7_g1_i1.p1
OG0012869	TRINITY_GG_5833_c0_g1_i4.p1	TRINITY_GG_21751_c0_g1_i5.p1	TRINITY_GG_14259_c0_g1_i6.p1	TRINITY_GG_7045_c2_g1_i5.p1
OG0012870	TRINITY_GG_5834_c0_g1_i2.p1	TRINITY_GG_21749_c4_g1_i3.p1	TRINITY_GG_14261_c4_g2_i1.p1	TRINITY_GG_7045_c4_g1_i1.p1
OG0012871	TRINITY_GG_5834_c11_g1_i1.p1	TRINITY_GG_21749_c3_g1_i2.p1	TRINITY_GG_14261_c1_g1_i1.p1	TRINITY_GG_7045_c12_g2_i1.p1
OG0012872	TRINITY_GG_5834_c12_g1_i5.p1	TRINITY_GG_21749_c1_g1_i11.p2	TRINITY_GG_14261_c2_g1_i1.p2	TRINITY_GG_7045_c5_g1_i5.p1
OG0012873	TRINITY_GG_5834_c1_g1_i3.p1	TRINITY_GG_21749_c2_g1_i4.p1	TRINITY_GG_14261_c0_g1_i2.p1	TRINITY_GG_7045_c6_g1_i1.p1
OG0012874	TRINITY_GG_5834_c2_g2_i3.p2	TRINITY_GG_21749_c0_g1_i1.p1	TRINITY_GG_14261_c9_g1_i1.p1	TRINITY_GG_7045_c1_g1_i2.p1
OG0012875	TRINITY_GG_5834_c3_g1_i3.p1	TRINITY_GG_21749_c1_g1_i11.p1	TRINITY_GG_14261_c2_g1_i1.p1	TRINITY_GG_7045_c5_g2_i1.p1
OG0012876	TRINITY_GG_5845_c0_g1_i1.p1	TRINITY_GG_8996_c0_g1_i2.p1	TRINITY_GG_18850_c0_g1_i1.p1	TRINITY_GG_33793_c0_g1_i1.p1
OG0012877	TRINITY_GG_5860_c0_g1_i1.p1	TRINITY_GG_8990_c1_g1_i1.p1	TRINITY_GG_18840_c10_g1_i1.p1	TRINITY_GG_33788_c2_g1_i1.p1
OG0012878	TRINITY_GG_5865_c0_g1_i1.p1	TRINITY_GG_9005_c0_g1_i3.p1	TRINITY_GG_18856_c0_g1_i1.p1	TRINITY_GG_33786_c0_g1_i1.p1
OG0012879	TRINITY_GG_5867_c0_g1_i2.p1	TRINITY_GG_6256_c1_g1_i11.p1	TRINITY_GG_21030_c7_g1_i10.p1	TRINITY_GG_8643_c0_g1_i3.p1
OG0012880	TRINITY_GG_5869_c0_g1_i7.p2	TRINITY_GG_6256_c0_g1_i10.p4	TRINITY_GG_21030_c0_g1_i7.p4	TRINITY_GG_8642_c1_g1_i4.p4
OG0012881	TRINITY_GG_5869_c1_g1_i1.p1	TRINITY_GG_6256_c2_g1_i74.p1	TRINITY_GG_21034_c5_g1_i5.p1	TRINITY_GG_8642_c2_g1_i13.p1
OG0012882	TRINITY_GG_5869_c3_g1_i18.p1	TRINITY_GG_6256_c4_g1_i25.p1	TRINITY_GG_21034_c0_g1_i3.p1	TRINITY_GG_8642_c0_g1_i7.p1
OG0012883	TRINITY_GG_5869_c3_g3_i1.p1	TRINITY_GG_6256_c61_g1_i1.p1	TRINITY_GG_21034_c6_g1_i1.p1	TRINITY_GG_8642_c19_g1_i1.p1
OG0012884	TRINITY_GG_5869_c4_g1_i1.p1	TRINITY_GG_6256_c5_g1_i1.p1	TRINITY_GG_21030_c2_g1_i1.p1	TRINITY_GG_8642_c4_g1_i1.p1
OG0012886	TRINITY_GG_5880_c2_g1_i1.p1	TRINITY_GG_13462_c3_g2_i9.p1	TRINITY_GG_7423_c3_g1_i1.p1	TRINITY_GG_28879_c3_g1_i10.p1
OG0012887	TRINITY_GG_5880_c5_g1_i1.p1	TRINITY_GG_13462_c2_g1_i10.p1	TRINITY_GG_7425_c0_g1_i1.p1	TRINITY_GG_28879_c4_g3_i2.p1
OG0012888	TRINITY_GG_5881_c1_g1_i1.p1	TRINITY_GG_13462_c7_g1_i1.p1	TRINITY_GG_7423_c5_g1_i1.p1	TRINITY_GG_28881_c0_g1_i1.p1
OG0012889	TRINITY_GG_5887_c0_g3_i2.p1	TRINITY_GG_23430_c0_g1_i3.p1	TRINITY_GG_24738_c1_g1_i1.p1	TRINITY_GG_21380_c10_g1_i3.p1
OG0012891	TRINITY_GG_5890_c0_g1_i17.p3	TRINITY_GG_23431_c0_g2_i1.p2	TRINITY_GG_24733_c1_g1_i3.p3	TRINITY_GG_21381_c1_g1_i16.p1
OG0012892	TRINITY_GG_5891_c0_g3_i3.p1	TRINITY_GG_23430_c3_g1_i8.p1	TRINITY_GG_24738_c2_g1_i12.p1	TRINITY_GG_21380_c13_g1_i2.p1
OG0012893	TRINITY_GG_5892_c0_g1_i2.p1	TRINITY_GG_23433_c0_g1_i1.p1	TRINITY_GG_24737_c0_g1_i1.p1	TRINITY_GG_21380_c7_g1_i1.p1
OG0012894	TRINITY_GG_5892_c1_g1_i1.p1	TRINITY_GG_23430_c1_g1_i2.p1	TRINITY_GG_24739_c0_g1_i2.p1	TRINITY_GG_21380_c5_g1_i1.p1
OG0012895	TRINITY_GG_5892_c2_g1_i3.p1	TRINITY_GG_23429_c0_g1_i1.p1	TRINITY_GG_24740_c0_g2_i1.p1	TRINITY_GG_21380_c14_g1_i2.p1
OG0012896	TRINITY_GG_5893_c0_g1_i6.p2	TRINITY_GG_23427_c0_g1_i98.p2	TRINITY_GG_24733_c0_g1_i26.p2	TRINITY_GG_21381_c0_g1_i18.p2
OG0012897	TRINITY_GG_5893_c0_g1_i6.p1	TRINITY_GG_23427_c0_g1_i98.p1	TRINITY_GG_24733_c0_g1_i26.p1	TRINITY_GG_21381_c0_g1_i18.p1
OG0012898	TRINITY_GG_5894_c0_g1_i4.p1	TRINITY_GG_23427_c1_g1_i2.p1	TRINITY_GG_24732_c0_g1_i8.p1	TRINITY_GG_21380_c2_g2_i3.p1
OG0012899	TRINITY_GG_5894_c11_g1_i14.p1	TRINITY_GG_23427_c7_g1_i6.p2	TRINITY_GG_24732_c5_g1_i11.p1	TRINITY_GG_21380_c17_g2_i34.p1
OG0012900	TRINITY_GG_5894_c1_g1_i2.p1	TRINITY_GG_23427_c5_g1_i1.p1	TRINITY_GG_24732_c3_g2_i1.p1	TRINITY_GG_21380_c1_g1_i1.p1
OG0012901	TRINITY_GG_5894_c1_g2_i2.p1	TRINITY_GG_23427_c11_g1_i1.p1	TRINITY_GG_24732_c3_g1_i1.p1	TRINITY_GG_21380_c1_g2_i2.p1
OG0012902	TRINITY_GG_5894_c24_g1_i1.p1	TRINITY_GG_23427_c15_g1_i6.p1	TRINITY_GG_24741_c3_g1_i4.p1	TRINITY_GG_21380_c30_g1_i1.p1
OG0012903	TRINITY_GG_5894_c3_g1_i1.p1	TRINITY_GG_23427_c9_g1_i1.p1	TRINITY_GG_24741_c0_g1_i1.p1	TRINITY_GG_21380_c6_g1_i1.p1
OG0012904	TRINITY_GG_5894_c4_g1_i1.p1	TRINITY_GG_23427_c2_g1_i3.p1	TRINITY_GG_24732_c1_g1_i5.p1	TRINITY_GG_21380_c9_g1_i1.p1
OG0012905	TRINITY_GG_5894_c5_g1_i2.p1	TRINITY_GG_23427_c4_g1_i1.p1	TRINITY_GG_24732_c4_g1_i1.p1	TRINITY_GG_21380_c12_g1_i3.p1
OG0012906	TRINITY_GG_5894_c6_g1_i15.p1	TRINITY_GG_23427_c10_g1_i8.p1	TRINITY_GG_24741_c1_g1_i16.p1	TRINITY_GG_21380_c11_g2_i2.p1
OG0012907	TRINITY_GG_5904_c0_g1_i11.p1	TRINITY_GG_23430_c2_g1_i10.p1	TRINITY_GG_24738_c0_g1_i28.p1	TRINITY_GG_21380_c0_g1_i11.p1
OG0012908	TRINITY_GG_5910_c0_g1_i27.p1	TRINITY_GG_1962_c3_g1_i26.p1	TRINITY_GG_16129_c1_g1_i22.p1	TRINITY_GG_11012_c0_g1_i19.p2
OG0012909	TRINITY_GG_5910_c25_g1_i1.p1	TRINITY_GG_1962_c1_g1_i1.p1	TRINITY_GG_16129_c2_g2_i1.p1	TRINITY_GG_11023_c0_g1_i3.p1
OG0012910	TRINITY_GG_5910_c8_g2_i2.p1	TRINITY_GG_1961_c4_g1_i3.p1	TRINITY_GG_16131_c5_g2_i2.p1	TRINITY_GG_11018_c0_g1_i2.p1
OG0012911	TRINITY_GG_5912_c0_g1_i3.p1	TRINITY_GG_1961_c0_g1_i3.p1	TRINITY_GG_16131_c0_g1_i3.p1	TRINITY_GG_11013_c0_g1_i3.p1
OG0012912	TRINITY_GG_5912_c0_g1_i3.p2	TRINITY_GG_1961_c0_g1_i3.p2	TRINITY_GG_16131_c0_g1_i3.p2	TRINITY_GG_11013_c0_g1_i3.p2
OG0012913	TRINITY_GG_5913_c0_g1_i2.p2	TRINITY_GG_1960_c0_g1_i1.p2	TRINITY_GG_16129_c0_g1_i7.p1	TRINITY_GG_11012_c1_g1_i4.p1
OG0012914	TRINITY_GG_5916_c0_g1_i1.p1	TRINITY_GG_28940_c0_g1_i2.p1	TRINITY_GG_30842_c0_g1_i1.p1	TRINITY_GG_33815_c0_g1_i3.p1
OG0012915	TRINITY_GG_5916_c0_g1_i1.p4	TRINITY_GG_28940_c0_g1_i2.p4	TRINITY_GG_30842_c0_g1_i1.p4	TRINITY_GG_33815_c0_g1_i3.p4
OG0012916	TRINITY_GG_5919_c0_g1_i9.p4	TRINITY_GG_14835_c2_g1_i10.p1	TRINITY_GG_20855_c0_g1_i50.p3	TRINITY_GG_4068_c0_g1_i3.p2
OG0012917	TRINITY_GG_5919_c1_g1_i12.p1	TRINITY_GG_14835_c0_g1_i11.p1	TRINITY_GG_20855_c0_g1_i50.p1	TRINITY_GG_4068_c1_g2_i8.p1
OG0012918	TRINITY_GG_5921_c1_g2_i13.p1	TRINITY_GG_6056_c0_g1_i14.p1	TRINITY_GG_928_c0_g1_i10.p1	TRINITY_GG_7170_c0_g1_i11.p1
OG0012919	TRINITY_GG_5921_c2_g1_i20.p2	TRINITY_GG_6056_c3_g1_i57.p2	TRINITY_GG_928_c4_g1_i138.p2	TRINITY_GG_7164_c0_g1_i45.p2
OG0012920	TRINITY_GG_5921_c2_g1_i20.p1	TRINITY_GG_6056_c3_g1_i57.p1	TRINITY_GG_928_c4_g1_i138.p1	TRINITY_GG_7164_c0_g1_i45.p1
OG0012921	TRINITY_GG_5921_c3_g1_i3.p1	TRINITY_GG_6056_c1_g1_i7.p1	TRINITY_GG_928_c3_g1_i6.p1	TRINITY_GG_7166_c0_g1_i1.p1
OG0012922	TRINITY_GG_5921_c4_g1_i2.p1	TRINITY_GG_6056_c5_g1_i2.p1	TRINITY_GG_928_c7_g1_i1.p1	TRINITY_GG_7164_c2_g1_i2.p1
OG0012923	TRINITY_GG_5923_c1_g1_i1.p1	TRINITY_GG_6055_c16_g1_i1.p1	TRINITY_GG_928_c6_g1_i1.p1	TRINITY_GG_7168_c1_g1_i1.p1
OG0012924	TRINITY_GG_5923_c2_g2_i7.p1	TRINITY_GG_6056_c4_g1_i2.p1	TRINITY_GG_928_c5_g1_i1.p1	TRINITY_GG_7166_c1_g1_i1.p1
OG0012925	TRINITY_GG_5924_c0_g1_i1.p1	TRINITY_GG_6057_c0_g1_i1.p2	TRINITY_GG_925_c0_g1_i3.p2	TRINITY_GG_7169_c0_g1_i1.p1
OG0012926	TRINITY_GG_5951_c0_g1_i4.p1	TRINITY_GG_30764_c0_g1_i9.p1	TRINITY_GG_31108_c1_g1_i3.p1	TRINITY_GG_30971_c1_g1_i9.p1
OG0012927	TRINITY_GG_5952_c0_g1_i1.p1	TRINITY_GG_30765_c0_g1_i1.p1	TRINITY_GG_31113_c0_g1_i1.p1	TRINITY_GG_30969_c0_g1_i1.p1
OG0012928	TRINITY_GG_5953_c0_g1_i2.p1	TRINITY_GG_30764_c1_g1_i1.p1	TRINITY_GG_31108_c0_g1_i2.p1	TRINITY_GG_30971_c0_g1_i3.p1
OG0012929	TRINITY_GG_5955_c0_g1_i1.p1	TRINITY_GG_30769_c1_g1_i1.p1	TRINITY_GG_31108_c8_g1_i1.p1	TRINITY_GG_30974_c0_g2_i1.p1
OG0012930	TRINITY_GG_5957_c0_g1_i3.p1	TRINITY_GG_30769_c0_g1_i13.p1	TRINITY_GG_31108_c2_g1_i13.p1	TRINITY_GG_30968_c0_g1_i1.p1
